Ground Contact Time,Target Name,Orbit,Path,Target Time (UTC),Select Date,Email Time (PT),TCCON Data Available,TCCON Data Status,OCO-2 Data Available,OCO-2 Data Status,MODIS Image,Aeronet Data,Selected By
2021-01-05 14:20:42,losAngelesCA,24151,23,2021-01-05 20:32:15,2021-01-03,2021-01-21 12:00:00,0,,1,00036_2024-08-29_losAngelesCA_oco2_L2StdTG_54050a_240829_B11205_240830154932.zip,28020_2024-08-29_losAngelesCA_thumbnail.png,28020_2024-08-29_losAngelesCA_thumbnail.png,,username
